GeneSym,NFIC
TCTEX1D1,0
TCTEX1D2,1
TCTEX1D4,1
TCTN1,1
TCTN2,1
TCTN3,1
TDG,1
TDGF1,1
TDGF1P3,0
TDH,0
TDO2,0
TDP1,1
TDP2,1
TDRD1,0
TDRD10,0
TDRD12,0
TDRD3,1
TDRD5,0
TDRD6,0
TDRD7,1
TDRD9,0
TDRG1,0
TDRKH,1
TDRP,1
TEAD1,1
TEAD2,1
TEAD3,1
TEAD4,0
TEC,1
TECPR1,1
TECPR2,1
TECR,1
TECRL,0
TECTA,0
TECTB,0
TEDDM1,0
TEF,1
TEFM,1
TEK,0
TEKT1,0
TEKT2,0
TEKT3,0
TEKT4,0
TEKT4P2,0
TEKT5,0
TELO2,1
TEN1,1
TEN1-CDK3,1
TENC1,1
TENM1,0
TENM2,0
TENM3,0
TENM4,0
TEP1,1
TEPP,0
TERC,1
TERF1,0
TERF2,1
TERF2IP,1
TERT,1
TES,1
TESC,0
TESK1,1
TESK2,1
TESPA1,1
TET1,1
TET2,1
TET3,0
TEX10,1
TEX101,0
TEX11,0
TEX12,0
TEX13A,0
TEX13B,0
TEX14,1
TEX15,0
TEX19,1
TEX2,1
TEX21P,0
TEX22,1
TEX26,0
TEX261,1
TEX264,1
TEX28,0
TEX29,0
TEX30,1
TEX33,0
TEX35,0
TEX36,0
TEX37,0
TEX38,0
TEX40,1
TEX41,0
TEX43,0
TEX9,1
TF,1
TFAM,1
TFAMP1,0
TFAP2A,0
TFAP2B,0
TFAP2C,1
TFAP2D,0
TFAP2E,0
TFAP4,1
TFB1M,1
TFB2M,1
TFCP2,1
TFCP2L1,0
TFDP1,0
TFDP2,0
TFDP3,0
TFE3,1
TFEB,1
TFEC,1
TFF1,1
TFF2,0
TFF3,1
TFG,1
TFIP11,1
TFPI,1
TFPI2,1
TFPT,1
TFR2,1
TFRC,1
TG,0
TGDS,1
TGFA,1
TGFB1,1
TGFB1I1,1
TGFB2,0
TGFB3,1
TGFBI,0
TGFBR1,0
TGFBR2,1
TGFBR3,0
TGFBR3L,0
TGFBRAP1,1
TGIF1,0
TGIF2,1
TGIF2-C20ORF24,1
TGIF2LX,0
TGIF2LY,0
TGM1,0
TGM2,1
TGM3,0
TGM4,0
TGM5,0
TGM6,0
TGM7,0
TGOLN2,1
TGS1,1
TH,0
THADA,1
THAP1,1
THAP10,1
THAP11,1
THAP2,1
THAP3,1
THAP4,1
THAP5,1
THAP6,1
THAP7,1
THAP7-AS1,1
THAP8,1
THAP9,1
THBD,0
THBS1,1
THBS2,0
THBS3,1
THBS4,0
THCYTX,0
THEG,0
THEG5,0
THEGL,0
THEM4,1
THEM5,0
THEM6,1
THEMIS,0
THEMIS2,0
THG1L,1
THNSL1,1
THNSL2,0
THOC1,1
THOC2,1
THOC3,0
THOC5,1
THOC6,1
THOC7,1
THOP1,1
THPO,1
THRA,1
THRAP3,1
THRB,1
THRSP,0
THSD1,0
THSD1P1,1
THSD4,0
THSD7A,0
THSD7B,0
THTPA,0
THUMPD1,1
THUMPD2,1
THUMPD3,1
THY1,0
THYN1,1
TIA1,1
TIAF1,1
TIAL1,1
TIAM1,0
TIAM2,0
TICAM1,1
TICAM2,1
TICRR,1
TIE1,0
TIFA,1
TIFAB,0
TIGD1,1
TIGD2,1
TIGD3,1
TIGD4,1
TIGD5,1
TIGD6,1
TIGD7,1
TIGIT,0
TIMD4,0
TIMELESS,1
TIMM10,1
TIMM10B,1
TIMM13,1
TIMM17A,1
TIMM17B,1
TIMM21,1
TIMM22,1
TIMM23,1
TIMM44,1
TIMM50,1
TIMM8A,1
TIMM8B,1
TIMM9,1
TIMMDC1,1
TIMP1,1
TIMP2,1
TIMP3,0
TIMP4,1
TINAG,1
TINAGL1,1
TINCR,0
TINF2,1
TIPARP,1
TIPARP-AS1,1
TIPIN,1
TIPRL,1
TIRAP,1
TISP43,0
TJAP1,1
TJP1,1
TJP2,1
TJP3,0
TK1,1
TK2,1
TKT,1
TKTL1,0
TKTL2,0
TLCD1,1
TLCD2,1
TLDC1,1
TLDC2,1
TLE1,1
TLE2,1
TLE3,1
TLE4,1
TLE6,1
TLK1,0
TLK2,0
TLL1,1
TLL2,1
TLN1,1
TLN2,1
TLR1,1
TLR10,1
TLR2,0
TLR3,0
TLR4,1
TLR5,1
TLR6,1
TLR7,1
TLR8,0
TLR8-AS1,0
TLR9,1
TLX1,0
TLX1NB,0
TLX2,1
TLX3,1
TM2D1,1
TM2D2,1
TM2D3,1
TM4SF1,1
TM4SF18,0
TM4SF19,0
TM4SF19-TCTEX1D2,0
TM4SF20,0
TM4SF4,1
TM4SF5,1
TM6SF1,1
TM6SF2,0
TM7SF2,1
TM7SF3,1
TM9SF1,1
TM9SF2,1
TM9SF3,1
TM9SF4,1
TMA16,1
TMA7,1
TMBIM1,1
TMBIM4,1
TMBIM6,1
TMC1,0
TMC2,0
TMC3,0
TMC4,1
TMC5,1
TMC6,1
TMC7,1
TMC8,1
TMCC1,1
TMCC2,1
TMCC3,1
TMCO1,1
TMCO2,0
TMCO3,1
TMCO4,1
TMCO5A,0
TMCO5B,0
TMCO6,1
TMED1,1
TMED10,1
TMED10P1,0
TMED11P,0
TMED2,1
TMED3,0
TMED4,1
TMED5,1
TMED6,1
TMED7,1
TMED7-TICAM2,1
TMED8,0
TMED9,1
TMEFF1,0
TMEFF2,0
TMEM100,0
TMEM101,1
TMEM102,1
TMEM104,1
TMEM105,1
TMEM106A,1
TMEM106B,1
TMEM106C,1
TMEM107,0
TMEM108,0
TMEM109,1
TMEM11,1
TMEM110,0
TMEM110-MUSTN1,0
TMEM114,0
TMEM115,1
TMEM116,1
TMEM117,1
TMEM119,0
TMEM120A,1
TMEM120B,1
TMEM121,1
TMEM123,1
TMEM125,0
TMEM126A,1
TMEM126B,1
TMEM127,1
TMEM128,1
TMEM129,1
TMEM130,0
TMEM131,1
TMEM132A,1
TMEM132B,0
TMEM132C,0
TMEM132D,0
TMEM132E,0
TMEM133,0
TMEM134,1
TMEM135,1
TMEM136,1
TMEM138,1
TMEM139,1
TMEM140,1
TMEM141,1
TMEM143,1
TMEM144,1
TMEM145,0
TMEM147,1
TMEM14A,1
TMEM14B,1
TMEM14C,1
TMEM14E,0
TMEM150A,1
TMEM150B,0
TMEM150C,0
TMEM151A,0
TMEM151B,0
TMEM154,1
TMEM155,0
TMEM156,1
TMEM158,0
TMEM159,0
TMEM160,1
TMEM161A,1
TMEM161B,1
TMEM163,0
TMEM164,0
TMEM165,0
TMEM167A,1
TMEM167B,1
TMEM168,1
TMEM169,1
TMEM17,1
TMEM170A,1
TMEM170B,1
TMEM171,0
TMEM173,1
TMEM174,0
TMEM175,1
TMEM176A,0
TMEM176B,0
TMEM177,1
TMEM178A,0
TMEM179,1
TMEM179B,1
TMEM18,1
TMEM180,1
TMEM181,1
TMEM182,0
TMEM183A,1
TMEM183B,1
TMEM184A,1
TMEM184B,1
TMEM184C,1
TMEM185A,0
TMEM185B,1
TMEM186,1
TMEM187,1
TMEM189,1
TMEM189-UBE2V1,1
TMEM19,1
TMEM190,0
TMEM191A,1
TMEM191B,0
TMEM191C,0
TMEM192,1
TMEM194A,1
TMEM194B,1
TMEM196,0
TMEM198,1
TMEM198B,1
TMEM199,1
TMEM2,1
TMEM200A,0
TMEM200B,1
TMEM200C,0
TMEM201,1
TMEM202,0
TMEM203,1
TMEM204,0
TMEM205,1
TMEM206,1
TMEM207,0
TMEM208,1
TMEM209,1
TMEM210,0
TMEM211,0
TMEM212,1
TMEM213,0
TMEM214,1
TMEM215,0
TMEM216,1
TMEM217,1
TMEM218,0
TMEM219,1
TMEM220,0
TMEM221,1
TMEM222,1
TMEM223,1
TMEM225,0
TMEM229A,0
TMEM229B,0
TMEM230,1
TMEM231,1
TMEM232,0
TMEM233,1
TMEM234,1
TMEM235,0
TMEM236,0
TMEM237,1
TMEM238,1
TMEM239,1
TMEM240,0
TMEM241,0
TMEM242,1
TMEM243,1
TMEM244,1
TMEM245,1
TMEM246,0
TMEM247,0
TMEM248,1
TMEM249,0
TMEM25,1
TMEM251,0
TMEM252,0
TMEM253,1
TMEM255A,1
TMEM255B,0
TMEM256,1
TMEM256-PLSCR3,1
TMEM257,0
TMEM258,1
TMEM259,1
TMEM26,1
TMEM260,1
TMEM261,1
TMEM262,0
TMEM263,1
TMEM27,0
TMEM30A,1
TMEM30B,0
TMEM30C,0
TMEM31,0
TMEM33,1
TMEM35,0
TMEM37,1
TMEM38A,1
TMEM38B,1
TMEM39A,1
TMEM39B,1
TMEM40,1
TMEM41A,1
TMEM41B,1
TMEM42,1
TMEM43,1
TMEM44,1
TMEM45A,1
TMEM45B,1
TMEM47,0
TMEM5,1
TMEM50A,1
TMEM50B,0
TMEM51,1
TMEM51-AS1,1
TMEM52,1
TMEM52B,0
TMEM53,1
TMEM54,1
TMEM55A,1
TMEM55B,1
TMEM56,1
TMEM56-RWDD3,1
TMEM57,1
TMEM59,1
TMEM59L,1
TMEM60,1
TMEM61,0
TMEM62,1
TMEM63A,1
TMEM63B,1
TMEM63C,1
TMEM64,1
TMEM65,1
TMEM67,1
TMEM68,1
TMEM69,1
TMEM70,1
TMEM71,0
TMEM72,0
TMEM72-AS1,0
TMEM74,0
TMEM74B,0
TMEM79,1
TMEM80,1
TMEM81,0
TMEM82,0
TMEM86A,1
TMEM86B,0
TMEM87A,1
TMEM87B,1
TMEM88,1
TMEM88B,0
TMEM89,0
TMEM8A,1
TMEM8B,0
TMEM8C,0
TMEM9,0
TMEM91,1
TMEM92,0
TMEM95,0
TMEM97,1
TMEM98,0
TMEM99,1
TMEM9B,1
TMF1,1
TMIE,1
TMIGD1,1
TMIGD2,0
TMLHE,0
TMOD1,1
TMOD2,0
TMOD3,1
TMOD4,0
TMPO,1
TMPPE,1
TMPRSS11A,0
TMPRSS11B,0
TMPRSS11BNL,0
TMPRSS11D,0
TMPRSS11E,0
TMPRSS11F,0
TMPRSS11GP,0
TMPRSS12,0
TMPRSS13,0
TMPRSS15,0
TMPRSS2,0
TMPRSS3,0
TMPRSS4,1
TMPRSS5,0
TMPRSS6,0
TMPRSS7,0
TMPRSS9,0
TMSB10,1
TMSB15A,0
TMSB15B,0
TMSB4X,1
TMSB4Y,0
TMTC1,1
TMTC2,1
TMTC3,1
TMTC4,1
TMUB1,0
TMUB2,1
TMX1,1
TMX2,1
TMX2-CTNND1,1
TMX3,1
TMX4,1
TNC,1
TNF,0
TNFAIP1,1
TNFAIP2,0
TNFAIP3,1
TNFAIP6,1
TNFAIP8,1
TNFAIP8L1,1
TNFAIP8L2,1
TNFAIP8L2-SCNM1,1
TNFAIP8L3,1
TNFRSF10A,1
TNFRSF10B,1
TNFRSF10C,1
TNFRSF10D,1
TNFRSF11A,0
TNFRSF11B,1
TNFRSF12A,1
TNFRSF13B,1
TNFRSF13C,1
TNFRSF14,1
TNFRSF17,1
TNFRSF18,1
TNFRSF19,1
TNFRSF1A,1
TNFRSF1B,1
TNFRSF21,1
TNFRSF25,1
TNFRSF4,1
TNFRSF6B,1
TNFRSF8,1
TNFRSF9,0
TNFSF10,1
TNFSF11,0
TNFSF12,0
TNFSF12-TNFSF13,0
TNFSF13,1
TNFSF13B,1
TNFSF14,1
TNFSF15,1
TNFSF18,1
TNFSF4,1
TNFSF8,0
TNFSF9,1
TNIK,1
TNIP1,1
TNIP2,1
TNIP3,1
TNK1,1
TNK2,1
TNKS,1
TNKS1BP1,1
TNKS2,1
TNMD,0
TNN,0
TNNC1,1
TNNC2,0
TNNI1,0
TNNI2,1
TNNI3,0
TNNI3K,0
TNNT1,0
TNNT2,0
TNNT3,0
TNP1,0
TNP2,1
TNPO1,1
TNPO2,1
TNPO3,1
TNR,0
TNRC18,1
TNRC6A,1
TNRC6B,1
TNRC6C,0
TNS1,1
TNS3,1
TNS4,1
TNXB,0
TOB1,1
TOB2,1
TOB2P1,1
TOE1,1
TOLLIP,1
TOM1,1
TOM1L1,1
TOM1L2,1
TOMM20,1
TOMM20L,1
TOMM22,1
TOMM34,1
TOMM40,1
TOMM40L,1
TOMM5,1
TOMM6,1
TOMM7,1
TOMM70A,1
TONSL,0
TOP1,1
TOP1MT,1
TOP1P1,0
TOP1P2,0
TOP2A,1
TOP2B,1
TOP3A,1
TOP3B,1
TOPAZ1,0
TOPBP1,1
TOPORS,1
TOR1A,1
TOR1AIP1,1
TOR1AIP2,1
TOR1B,1
TOR2A,1
TOR3A,1
TOR4A,1
TOX,1
TOX2,0
TOX3,1
TOX4,1
TP53,1
TP53AIP1,1
TP53BP1,1
TP53BP2,1
TP53I11,1
TP53I13,1
TP53I3,1
TP53INP1,1
TP53INP2,1
TP53RK,1
TP53TG1,1
TP53TG3,0
TP53TG3B,0
TP53TG3C,0
TP53TG5,0
TP63,1
TP73,1
TP73-AS1,0
TPBG,1
TPBGL,0
TPCN1,1
TPCN2,0
TPD52,1
TPD52L1,1
TPD52L2,1
TPD52L3,0
TPGS1,1
TPGS2,1
TPH1,0
TPH2,0
TPI1,1
TPI1P2,1
TPI1P3,0
TPK1,1
TPM1,1
TPM2,0
TPM3,1
TPM4,1
TPMT,1
TPO,0
TPP1,1
TPP2,1
TPPP,0
TPPP2,0
TPPP3,0
TPR,1
TPRA1,1
TPRG1,0
TPRG1L,0
TPRKB,1
TPRN,1
TPRX1,0
TPRXL,0
TPSAB1,0
TPSB2,0
TPSD1,0
TPSG1,0
TPST1,1
TPST2,1
TPT1,1
TPTE,0
TPTE2,0
TPTE2P1,0
TPTE2P3,0
TPTE2P6,1
TPTEP1,1
TPX2,1
TRA2A,1
TRA2B,1
TRABD,1
TRABD2A,0
TRABD2B,0
TRADD,1
TRAF1,1
TRAF2,1
TRAF3,0
TRAF3IP1,1
TRAF3IP2,1
TRAF3IP2-AS1,1
TRAF3IP3,1
TRAF4,1
TRAF5,1
TRAF6,1
TRAF7,1
TRAFD1,1
TRAIP,1
TRAK1,1
TRAK2,1
TRAM1,1
TRAM1L1,0
TRAM2,1
TRANK1,1
TRAP1,1
TRAPPC1,1
TRAPPC10,1
TRAPPC11,1
TRAPPC12,1
TRAPPC13,1
TRAPPC2,1
TRAPPC2L,1
TRAPPC2P1,1
TRAPPC3,1
TRAPPC3L,0
TRAPPC4,1
TRAPPC5,1
TRAPPC6A,1
TRAPPC6B,1
TRAPPC8,1
TRAPPC9,1
TRAT1,0
TRDMT1,1
TRDN,0
TREH,1
TREM1,1
TREM2,0
TREML1,1
TREML2,1
TREML3P,0
TREML4,0
TREML5P,0
TRERF1,1
TREX1,1
TREX2,0
TRH,0
TRHDE,0
TRHR,0
TRIAP1,1
TRIB1,1
TRIB2,0
TRIB3,1
TRIL,1
TRIM10,0
TRIM11,1
TRIM13,1
TRIM14,0
TRIM15,1
TRIM16,1
TRIM16L,0
TRIM17,0
TRIM2,1
TRIM21,0
TRIM22,1
TRIM23,1
TRIM24,1
TRIM25,1
TRIM26,0
TRIM27,0
TRIM28,1
TRIM29,0
TRIM3,0
TRIM31,0
TRIM32,1
TRIM33,1
TRIM34,0
TRIM35,1
TRIM36,0
TRIM37,1
TRIM38,1
TRIM39,0
TRIM4,1
TRIM40,0
TRIM41,1
TRIM42,0
TRIM43,0
TRIM43B,0
TRIM44,1
TRIM45,0
TRIM46,1
TRIM47,1
TRIM48,0
TRIM49,0
TRIM49D2P,0
TRIM5,1
TRIM50,0
TRIM52,1
TRIM54,0
TRIM55,0
TRIM56,1
TRIM58,0
TRIM59,1
TRIM6,1
TRIM6-TRIM34,1
TRIM60,0
TRIM61,1
TRIM62,0
TRIM63,0
TRIM64,0
TRIM64B,0
TRIM64C,0
TRIM65,1
TRIM66,0
TRIM67,0
TRIM68,1
TRIM69,1
TRIM7,1
TRIM71,1
TRIM72,0
TRIM73,0
TRIM74,0
TRIM77,0
TRIM78P,0
TRIM8,1
TRIM9,1
TRIML1,0
TRIML2,0
TRIO,1
TRIOBP,1
TRIP10,1
TRIP11,1
TRIP12,1
TRIP13,1
TRIP4,1
TRIP6,1
TRIQK,1
TRIT1,1
TRMT1,1
TRMT10A,1
TRMT10B,0
TRMT10C,1
TRMT11,1
TRMT112,1
TRMT12,1
TRMT13,1
TRMT1L,1
TRMT2A,1
TRMT2B,0
TRMT44,1
TRMT5,1
TRMT6,1
TRMT61A,1
TRMT61B,1
TRMU,1
TRNAU1AP,1
TRNP1,1
TRNT1,1
TRO,0
TROAP,1
TROVE2,1
TRPA1,0
TRPC1,1
TRPC2,0
TRPC3,0
TRPC4,1
TRPC4AP,1
TRPC5,0
TRPC6,0
TRPC7,0
TRPM1,0
TRPM2,1
TRPM3,0
TRPM4,1
TRPM5,0
TRPM6,0
TRPM7,1
TRPM8,0
TRPS1,0
TRPT1,1
TRPV1,0
TRPV2,1
TRPV3,1
TRPV4,0
TRPV5,0
TRPV6,1
TRRAP,1
TRUB1,1
TRUB2,1
TSACC,1
TSC1,1
TSC2,1
TSC22D1,1
TSC22D2,1
TSC22D3,0
TSC22D4,1
TSEN15,1
TSEN2,1
TSEN34,1
TSEN54,1
TSFM,1
TSG1,0
TSG101,1
TSGA10,1
TSGA10IP,0
TSGA13,0
TSHB,0
TSHR,0
TSHZ1,1
TSHZ2,0
TSHZ3,0
TSIX,0
TSKS,0
TSKU,1
TSLP,1
TSN,1
TSNARE1,1
TSNAX,1
TSNAX-DISC1,1
TSNAXIP1,1
TSPAN1,0
TSPAN10,0
TSPAN11,0
TSPAN12,1
TSPAN13,1
TSPAN14,1
TSPAN15,1
TSPAN16,0
TSPAN17,1
TSPAN18,1
TSPAN19,0
TSPAN2,0
TSPAN3,1
TSPAN31,1
TSPAN32,0
TSPAN33,1
TSPAN4,1
TSPAN5,0
TSPAN6,0
TSPAN7,0
TSPAN8,1
TSPAN9,1
TSPEAR,0
TSPO,1
TSPO2,1
TSPY1,0
TSPY2,0
TSPY26P,0
TSPY3,0
TSPY4,0
TSPY8,0
TSPYL1,1
TSPYL2,0
TSPYL4,1
TSPYL5,0
TSPYL6,0
TSR1,1
TSR2,1
TSR3,1
TSSC1,1
TSSC4,1
TSSK1B,0
TSSK2,0
TSSK3,0
TSSK4,0
TSSK6,1
TST,1
TSTA3,1
TSTD1,1
TSTD2,1
TSTD3,0
TTBK1,0
TTBK2,1
TTC1,1
TTC12,0
TTC13,1
TTC14,1
TTC16,1
TTC17,1
TTC18,1
TTC19,1
TTC21A,1
TTC21B,1
TTC22,0
TTC23,1
TTC23L,1
TTC24,0
TTC25,1
TTC26,1
TTC27,1
TTC28,0
TTC28-AS1,1
TTC29,0
TTC3,1
TTC30A,1
TTC30B,1
TTC31,1
TTC32,1
TTC33,1
TTC34,0
TTC36,0
TTC37,1
TTC38,1
TTC39A,0
TTC39B,1
TTC39C,1
TTC3P1,0
TTC4,1
TTC5,1
TTC7A,1
TTC7B,0
TTC8,1
TTC9,1
TTC9B,1
TTC9C,1
TTF1,1
TTF2,1
TTI1,1
TTI2,1
TTK,1
TTL,0
TTLL1,0
TTLL10,0
TTLL11,1
TTLL12,1
TTLL13,0
TTLL2,0
TTLL3,1
TTLL4,1
TTLL5,1
TTLL6,0
TTLL7,0
TTLL8,0
TTLL9,0
TTN,0
TTPA,0
TTPAL,1
TTR,1
TTTY1,0
TTTY10,0
TTTY11,0
TTTY12,0
TTTY13,0
TTTY14,0
TTTY15,0
TTTY16,0
TTTY17A,0
TTTY17B,0
TTTY17C,0
TTTY18,0
TTTY19,0
TTTY1B,0
TTTY2,0
TTTY20,0
TTTY21,0
TTTY21B,0
TTTY22,0
TTTY23,0
TTTY23B,0
TTTY2B,0
TTTY3,0
TTTY3B,0
TTTY4,0
TTTY4B,0
TTTY4C,0
TTTY5,0
TTTY6,0
TTTY6B,0
TTTY7,0
TTTY7B,0
TTTY8,0
TTTY8B,0
TTTY9A,0
TTTY9B,0
TTYH1,1
TTYH2,0
TTYH3,1
TUB,0
TUBA1A,1
TUBA1B,1
TUBA1C,1
TUBA3C,0
TUBA3D,0
TUBA3E,0
TUBA4A,1
TUBA4B,1
TUBA8,1
TUBAL3,0
TUBB,0
TUBB1,0
TUBB2A,1
TUBB2B,0
TUBB3,1
TUBB4A,0
TUBB4B,1
TUBB6,0
TUBB8,0
TUBBP5,0
TUBD1,1
TUBE1,1
TUBG1,1
TUBG2,1
TUBGCP2,1
TUBGCP3,1
TUBGCP4,1
TUBGCP5,1
TUBGCP6,1
TUFM,1
TUFT1,1
TUG1,1
TULP1,0
TULP2,1
TULP3,1
TULP4,0
TUSC1,1
TUSC2,1
TUSC3,0
TUSC5,0
TUSC7,0
TUT1,1
TVP23A,1
TVP23B,1
TVP23C,0
TVP23C-CDRT4,0
TWF1,1
TWF2,1
TWIST1,1
TWIST2,0
TWISTNB,1
TWSG1,0
TXK,1
TXLNA,1
TXLNB,1
TXLNG,0
TXLNGY,0
TXN,1
TXN2,1
TXNDC11,1
TXNDC12,1
TXNDC15,1
TXNDC16,1
TXNDC17,1
TXNDC2,0
TXNDC5,1
TXNDC8,0
TXNDC9,1
TXNIP,1
TXNL1,1
TXNL4A,1
TXNL4B,1
TXNRD1,1
TXNRD2,1
TXNRD3,0
TXNRD3NB,0
TYK2,1
TYMP,1
TYMS,1
TYMSOS,1
TYR,0
TYRO3,1
TYRO3P,0
TYROBP,1
TYRP1,0
TYSND1,1
TYW1,1
TYW1B,1
TYW3,1
TYW5,1
U2AF1,1
U2AF1L4,1
U2AF2,1
U2SURP,1
UACA,1
UAP1,1
UAP1L1,1
UBA1,1
UBA2,1
UBA3,1
UBA5,0
UBA52,1
UBA6,1
UBA7,0
UBAC1,1
UBAC2,1
UBAC2-AS1,1
UBALD1,1
UBALD2,1
UBAP1,1
UBAP1L,0
UBAP2,1
UBAP2L,1
UBASH3A,0
UBASH3B,1
UBB,1
UBC,1
UBD,0
UBE2A,1
UBE2B,1
UBE2C,1
UBE2D1,0
UBE2D2,1
UBE2D3,1
UBE2D4,1
UBE2DNL,0
UBE2E1,1
UBE2E2,1
UBE2E3,1
UBE2F,1
UBE2F-SCLY,1
UBE2G1,1
UBE2G2,1
UBE2H,1
UBE2I,1
UBE2J1,1
UBE2J2,0
UBE2K,1
UBE2L3,1
UBE2L6,1
UBE2M,1
UBE2MP1,0
UBE2N,1
UBE2NL,0
UBE2O,1
UBE2Q1,1
UBE2Q2,1
UBE2Q2P1,1
UBE2Q2P2,0
UBE2QL1,0
UBE2R2,1
UBE2S,1
UBE2T,1
UBE2U,0
UBE2V1,1
UBE2V2,1
UBE2W,1
UBE2Z,1
UBE3A,1
UBE3B,1
UBE3C,0
UBE3D,1
UBE4A,1
UBE4B,1
UBFD1,1
UBIAD1,1
UBL3,1
UBL4A,1
UBL4B,0
UBL5,1
UBL7,1
UBLCP1,1
UBN1,1
UBN2,1
UBOX5,1
UBP1,1
UBQLN1,1
UBQLN2,1
UBQLN3,0
UBQLN4,1
UBQLNL,0
UBR1,1
UBR2,1
UBR3,1
UBR4,1
UBR5,1
UBR7,1
UBTD1,1
UBTD2,1
UBTF,1
UBXN1,1
UBXN10,0
UBXN11,1
UBXN2A,1
UBXN2B,1
UBXN4,1
UBXN6,1
UBXN7,1
UBXN8,1
UCA1,0
UCHL1,1
UCHL3,1
UCHL5,1
UCK1,1
UCK2,1
UCKL1,1
UCKL1-AS1,0
UCMA,0
UCN,1
UCN2,0
UCN3,0
UCP1,0
UCP2,1
UCP3,0
UEVLD,1
UFC1,1
UFD1L,1
UFL1,1
UFM1,1
UFSP1,1
UFSP2,1
UG0898H09,0
UGCG,1
UGDH,1
UGGT1,1
UGGT2,1
UGP2,1
UGT1A1,0
UGT1A10,0
UGT1A3,0
UGT1A4,0
UGT1A5,0
UGT1A6,0
UGT1A7,0
UGT1A8,0
UGT1A9,0
UGT2A1,0
UGT2A2,0
UGT2A3,1
UGT2B10,0
UGT2B11,0
UGT2B15,0
UGT2B17,0
UGT2B28,0
UGT2B4,1
UGT2B7,1
UGT3A1,0
UGT3A2,0
UGT8,1
UHMK1,1
UHRF1,1
UHRF1BP1,1
UHRF1BP1L,1
UHRF2,1
UIMC1,1
ULBP1,0
ULBP2,0
ULBP3,0
ULK1,1
ULK2,1
ULK3,1
ULK4,1
ULK4P1,0
ULK4P2,0
ULK4P3,0
UMOD,0
UMODL1,1
UMPS,1
UNC119,0
UNC119B,0
UNC13A,0
UNC13B,0
UNC13C,0
UNC13D,1
UNC45A,1
UNC45B,0
UNC50,1
UNC5A,1
UNC5B,1
UNC5C,0
UNC5CL,1
UNC5D,0
UNC79,1
UNC80,0
UNC93A,1
UNC93B1,1
UNCX,0
UNG,1
UNK,1
UNKL,1
UNQ6494,0
UOX,0
UPB1,0
UPF1,1
UPF2,1
UPF3A,1
UPF3B,0
UPK1A,0
UPK1B,0
UPK2,0
UPK3A,1
UPK3B,1
UPK3BL,1
UPP1,1
UPP2,1
UPRT,0
UQCC1,1
UQCC2,1
UQCC3,1
UQCR10,1
UQCR11,1
UQCRB,1
UQCRBP1,0
UQCRC1,1
UQCRC2,1
UQCRFS1,0
UQCRH,1
UQCRHL,0
UQCRQ,1
URAD,0
URB1,1
URB2,0
URGCP,1
URGCP-MRPS24,1
URI1,0
URM1,1
UROC1,1
UROD,1
UROS,1
USB1,1
USE1,1
USF1,1
USF2,1
USH1C,0
USH1G,0
USH2A,0
USHBP1,0
USMG5,1
USO1,1
USP1,1
USP10,1
USP11,1
USP12,1
USP13,1
USP14,1
USP15,1
USP16,1
USP17L2,0
USP17L6P,0
USP18,1
USP19,1
USP2,1
USP20,1
USP21,1
USP22,1
USP24,1
USP25,1
USP26,0
USP27X,1
USP28,1
USP29,0
USP3,1
USP30,1
USP31,1
USP32,1
USP32P1,0
USP32P2,0
USP33,0
USP34,1
USP35,1
USP36,1
USP37,1
USP38,1
USP39,1
USP4,1
USP40,1
USP42,1
USP43,1
USP44,0
USP45,1
USP46,0
USP47,1
USP48,1
USP49,1
USP5,1
USP50,0
USP51,0
USP53,1
USP54,1
USP6,0
USP6NL,1
USP7,1
USP8,1
USP9X,1
USP9Y,0
USPL1,1
UST,1
UTF1,1
UTP11L,1
UTP14A,1
UTP14C,1
UTP15,1
UTP18,1
UTP20,1
UTP23,1
UTP3,1
UTP6,1
UTRN,1
UTS2,0
UTS2B,1
UTS2R,0
UTY,0
UVRAG,1
UVSSA,1
UXS1,1
UXT,1
VAC14,1
VAMP1,1
VAMP2,1
VAMP3,0
VAMP4,1
VAMP5,1
VAMP8,1
VANGL1,1
VANGL2,1
VAPA,1
VAPB,0
VARS,0
VARS2,0
VASH1,1
VASH2,1
VASN,1
VASP,1
VAT1,1
VAT1L,0
VAV1,1
VAV2,1
VAV3,1
VAX1,1
VAX2,1
VBP1,0
VCAM1,1
VCAN,1
VCL,1
VCP,1
VCPIP1,1
VCPKMT,1
VCX,0
VCX2,0
VCX3A,0
VCX3B,0
VCY,0
VCY1B,0
VDAC1,1
VDAC2,1
VDAC3,1
VDR,1
VEGFA,1
VEGFB,1
VEGFC,1
VENTX,0
VENTXP1,0
VENTXP7,0
VEPH1,0
VEZF1,1
VEZT,1
VGF,1
VGLL1,0
VGLL2,0
VGLL3,0
VGLL4,1
VHL,1
VHLL,0
VIL1,1
VILL,0
VIM,1
VIMP,1
VIP,0
VIPAS39,1
VIPR1,1
VIPR2,0
VIT,1
VKORC1,1
VKORC1L1,0
VLDLR,1
VMA21,1
VMAC,1
VMO1,1
VMP1,1
VN1R1,0
VN1R10P,0
VN1R2,0
VN1R4,0
VN1R5,0
VNN1,0
VNN2,0
VNN3,1
VOPP1,1
VPRBP,1
VPREB1,0
VPREB3,1
VPS11,1
VPS13A,1
VPS13B,1
VPS13C,1
VPS13D,1
VPS16,1
VPS18,1
VPS25,1
VPS26A,1
VPS26B,1
VPS28,1
VPS29,1
VPS33A,1
