protein_id	gene_symbol	go_id	location	score
hsa-miR-510-5p	hsa-miR-510-5p	GO:0005615	Extracellular space	1.295
hsa-miR-5100	hsa-miR-5100	GO:0070062	Extracellular exosome	2.333
hsa-miR-5100	hsa-miR-5100	GO:1903561	Extracellular vesicle	2.261
hsa-miR-5100	hsa-miR-5100	GO:0005615	Extracellular space	1.986
hsa-miR-5100	hsa-miR-5100	GO:0005576	Extracellular region	1.904
hsa-miR-511-3p	hsa-miR-511-3p	GO:0070062	Extracellular exosome	2.001
hsa-miR-511-3p	hsa-miR-511-3p	GO:1903561	Extracellular vesicle	1.943
hsa-miR-511-3p	hsa-miR-511-3p	GO:0005615	Extracellular space	1.800
hsa-miR-511-3p	hsa-miR-511-3p	GO:0005576	Extracellular region	1.732
hsa-miR-511-5p	hsa-miR-511-5p	GO:0070062	Extracellular exosome	1.885
hsa-miR-511-5p	hsa-miR-511-5p	GO:1903561	Extracellular vesicle	1.837
hsa-miR-511-5p	hsa-miR-511-5p	GO:0005615	Extracellular space	1.729
hsa-miR-511-5p	hsa-miR-511-5p	GO:0005576	Extracellular region	1.677
hsa-miR-512-3p	hsa-miR-512-3p	GO:0070062	Extracellular exosome	2.115
hsa-miR-512-3p	hsa-miR-512-3p	GO:1903561	Extracellular vesicle	2.109
hsa-miR-512-3p	hsa-miR-512-3p	GO:0005615	Extracellular space	1.819
hsa-miR-512-3p	hsa-miR-512-3p	GO:0005576	Extracellular region	1.809
hsa-miR-512-5p	hsa-miR-512-5p	GO:0070062	Extracellular exosome	1.654
hsa-miR-512-5p	hsa-miR-512-5p	GO:1903561	Extracellular vesicle	1.627
hsa-miR-512-5p	hsa-miR-512-5p	GO:0005615	Extracellular space	1.381
hsa-miR-512-5p	hsa-miR-512-5p	GO:0005576	Extracellular region	1.372
hsa-miR-513a-3p	hsa-miR-513a-3p	GO:0070062	Extracellular exosome	1.563
hsa-miR-513a-3p	hsa-miR-513a-3p	GO:1903561	Extracellular vesicle	1.492
hsa-miR-513a-3p	hsa-miR-513a-3p	GO:0005576	Extracellular region	1.383
hsa-miR-513a-3p	hsa-miR-513a-3p	GO:0005615	Extracellular space	1.272
hsa-miR-513a-5p	hsa-miR-513a-5p	GO:0070062	Extracellular exosome	1.903
hsa-miR-513a-5p	hsa-miR-513a-5p	GO:1903561	Extracellular vesicle	1.851
hsa-miR-513a-5p	hsa-miR-513a-5p	GO:0005615	Extracellular space	1.756
hsa-miR-513a-5p	hsa-miR-513a-5p	GO:0005576	Extracellular region	1.737
hsa-miR-513b-3p	hsa-miR-513b-3p	GO:0070062	Extracellular exosome	0.891
hsa-miR-513b-3p	hsa-miR-513b-3p	GO:1903561	Extracellular vesicle	0.790
hsa-miR-513b-3p	hsa-miR-513b-3p	GO:0005615	Extracellular space	0.530
hsa-miR-513b-5p	hsa-miR-513b-5p	GO:0070062	Extracellular exosome	1.590
hsa-miR-513b-5p	hsa-miR-513b-5p	GO:1903561	Extracellular vesicle	1.509
hsa-miR-513b-5p	hsa-miR-513b-5p	GO:0005576	Extracellular region	1.270
hsa-miR-513b-5p	hsa-miR-513b-5p	GO:0005615	Extracellular space	1.268
hsa-miR-513c-5p	hsa-miR-513c-5p	GO:0070062	Extracellular exosome	1.485
hsa-miR-513c-5p	hsa-miR-513c-5p	GO:1903561	Extracellular vesicle	1.460
hsa-miR-513c-5p	hsa-miR-513c-5p	GO:0005576	Extracellular region	1.254
hsa-miR-513c-5p	hsa-miR-513c-5p	GO:0005615	Extracellular space	1.221
hsa-miR-514a-3p	hsa-miR-514a-3p	GO:0070062	Extracellular exosome	1.562
hsa-miR-514a-3p	hsa-miR-514a-3p	GO:1903561	Extracellular vesicle	1.522
hsa-miR-514a-3p	hsa-miR-514a-3p	GO:0005576	Extracellular region	1.331
hsa-miR-514a-3p	hsa-miR-514a-3p	GO:0005615	Extracellular space	1.245
hsa-miR-514a-5p	hsa-miR-514a-5p	GO:0070062	Extracellular exosome	1.653
hsa-miR-514a-5p	hsa-miR-514a-5p	GO:1903561	Extracellular vesicle	1.601
hsa-miR-514a-5p	hsa-miR-514a-5p	GO:0005615	Extracellular space	1.359
hsa-miR-514a-5p	hsa-miR-514a-5p	GO:0005576	Extracellular region	1.309
hsa-miR-514b-3p	hsa-miR-514b-3p	GO:0070062	Extracellular exosome	1.136
hsa-miR-514b-3p	hsa-miR-514b-3p	GO:1903561	Extracellular vesicle	1.036
hsa-miR-514b-3p	hsa-miR-514b-3p	GO:0005615	Extracellular space	0.814
hsa-miR-514b-3p	hsa-miR-514b-3p	GO:0005576	Extracellular region	0.688
hsa-miR-514b-5p	hsa-miR-514b-5p	GO:0070062	Extracellular exosome	1.091
hsa-miR-514b-5p	hsa-miR-514b-5p	GO:1903561	Extracellular vesicle	0.991
hsa-miR-514b-5p	hsa-miR-514b-5p	GO:0005615	Extracellular space	0.806
hsa-miR-514b-5p	hsa-miR-514b-5p	GO:0005576	Extracellular region	0.748
hsa-miR-515-3p	hsa-miR-515-3p	GO:1903561	Extracellular vesicle	1.324
hsa-miR-515-3p	hsa-miR-515-3p	GO:0070062	Extracellular exosome	1.305
hsa-miR-515-3p	hsa-miR-515-3p	GO:0005576	Extracellular region	1.088
hsa-miR-515-3p	hsa-miR-515-3p	GO:0005615	Extracellular space	0.981
hsa-miR-515-5p	hsa-miR-515-5p	GO:1903561	Extracellular vesicle	2.090
hsa-miR-515-5p	hsa-miR-515-5p	GO:0070062	Extracellular exosome	2.083
hsa-miR-515-5p	hsa-miR-515-5p	GO:0005576	Extracellular region	1.867
hsa-miR-515-5p	hsa-miR-515-5p	GO:0005615	Extracellular space	1.846
hsa-miR-516a-3p	hsa-miR-516a-3p	GO:0005576	Extracellular region	0.589
hsa-miR-516a-5p	hsa-miR-516a-5p	GO:0070062	Extracellular exosome	1.476
hsa-miR-516a-5p	hsa-miR-516a-5p	GO:1903561	Extracellular vesicle	1.427
hsa-miR-516a-5p	hsa-miR-516a-5p	GO:0005576	Extracellular region	1.220
hsa-miR-516a-5p	hsa-miR-516a-5p	GO:0005615	Extracellular space	1.179
hsa-miR-516b-3p	hsa-miR-516b-3p	GO:0070062	Extracellular exosome	1.203
hsa-miR-516b-3p	hsa-miR-516b-3p	GO:1903561	Extracellular vesicle	1.158
hsa-miR-516b-3p	hsa-miR-516b-3p	GO:0005615	Extracellular space	0.924
hsa-miR-516b-3p	hsa-miR-516b-3p	GO:0005576	Extracellular region	0.870
hsa-miR-516b-5p	hsa-miR-516b-5p	GO:0070062	Extracellular exosome	2.051
hsa-miR-516b-5p	hsa-miR-516b-5p	GO:1903561	Extracellular vesicle	2.010
hsa-miR-516b-5p	hsa-miR-516b-5p	GO:0005576	Extracellular region	1.754
hsa-miR-516b-5p	hsa-miR-516b-5p	GO:0005615	Extracellular space	1.744
hsa-miR-517-5p	hsa-miR-517-5p	GO:0070062	Extracellular exosome	1.899
hsa-miR-517-5p	hsa-miR-517-5p	GO:1903561	Extracellular vesicle	1.885
hsa-miR-517-5p	hsa-miR-517-5p	GO:0005576	Extracellular region	1.633
hsa-miR-517-5p	hsa-miR-517-5p	GO:0005615	Extracellular space	1.583
hsa-miR-517a-3p	hsa-miR-517a-3p	GO:0070062	Extracellular exosome	2.047
hsa-miR-517a-3p	hsa-miR-517a-3p	GO:1903561	Extracellular vesicle	2.014
hsa-miR-517a-3p	hsa-miR-517a-3p	GO:0005615	Extracellular space	1.736
hsa-miR-517a-3p	hsa-miR-517a-3p	GO:0005576	Extracellular region	1.715
hsa-miR-517b-3p	hsa-miR-517b-3p	GO:1903561	Extracellular vesicle	1.916
hsa-miR-517b-3p	hsa-miR-517b-3p	GO:0070062	Extracellular exosome	1.910
hsa-miR-517b-3p	hsa-miR-517b-3p	GO:0005576	Extracellular region	1.586
hsa-miR-517b-3p	hsa-miR-517b-3p	GO:0005615	Extracellular space	1.584
hsa-miR-517c-3p	hsa-miR-517c-3p	GO:0070062	Extracellular exosome	1.827
hsa-miR-517c-3p	hsa-miR-517c-3p	GO:1903561	Extracellular vesicle	1.822
hsa-miR-517c-3p	hsa-miR-517c-3p	GO:0005615	Extracellular space	1.526
hsa-miR-517c-3p	hsa-miR-517c-3p	GO:0005576	Extracellular region	1.522
hsa-miR-5186	hsa-miR-5186	GO:1903561	Extracellular vesicle	0.668
hsa-miR-5186	hsa-miR-5186	GO:0070062	Extracellular exosome	0.634
hsa-miR-5187-5p	hsa-miR-5187-5p	GO:1903561	Extracellular vesicle	0.708
hsa-miR-5188	hsa-miR-5188	GO:0070062	Extracellular exosome	0.709
hsa-miR-5188	hsa-miR-5188	GO:0005615	Extracellular space	0.616
hsa-miR-5188	hsa-miR-5188	GO:1903561	Extracellular vesicle	0.608
hsa-miR-5188	hsa-miR-5188	GO:0005576	Extracellular region	0.532
hsa-miR-5189-3p	hsa-miR-5189-3p	GO:0070062	Extracellular exosome	1.451
hsa-miR-5189-3p	hsa-miR-5189-3p	GO:1903561	Extracellular vesicle	1.373
hsa-miR-5189-3p	hsa-miR-5189-3p	GO:0005615	Extracellular space	1.113
hsa-miR-5189-3p	hsa-miR-5189-3p	GO:0005576	Extracellular region	1.008
hsa-miR-5189-5p	hsa-miR-5189-5p	GO:1903561	Extracellular vesicle	1.370
hsa-miR-5189-5p	hsa-miR-5189-5p	GO:0070062	Extracellular exosome	1.289
hsa-miR-5189-5p	hsa-miR-5189-5p	GO:0005576	Extracellular region	1.076
hsa-miR-5189-5p	hsa-miR-5189-5p	GO:0005615	Extracellular space	1.026
hsa-miR-518a-3p	hsa-miR-518a-3p	GO:0070062	Extracellular exosome	1.649
hsa-miR-518a-3p	hsa-miR-518a-3p	GO:1903561	Extracellular vesicle	1.618
hsa-miR-518a-3p	hsa-miR-518a-3p	GO:0005615	Extracellular space	1.341
hsa-miR-518a-3p	hsa-miR-518a-3p	GO:0005576	Extracellular region	1.324
hsa-miR-518a-5p	hsa-miR-518a-5p	GO:0070062	Extracellular exosome	1.542
hsa-miR-518a-5p	hsa-miR-518a-5p	GO:1903561	Extracellular vesicle	1.465
hsa-miR-518a-5p	hsa-miR-518a-5p	GO:0005615	Extracellular space	1.205
hsa-miR-518a-5p	hsa-miR-518a-5p	GO:0005576	Extracellular region	1.157
hsa-miR-518b	hsa-miR-518b	GO:0070062	Extracellular exosome	1.951
hsa-miR-518b	hsa-miR-518b	GO:1903561	Extracellular vesicle	1.930
hsa-miR-518b	hsa-miR-518b	GO:0005576	Extracellular region	1.721
hsa-miR-518b	hsa-miR-518b	GO:0005615	Extracellular space	1.649
hsa-miR-518c-3p	hsa-miR-518c-3p	GO:0070062	Extracellular exosome	1.557
hsa-miR-518c-3p	hsa-miR-518c-3p	GO:1903561	Extracellular vesicle	1.493
hsa-miR-518c-3p	hsa-miR-518c-3p	GO:0005615	Extracellular space	1.289
hsa-miR-518c-3p	hsa-miR-518c-3p	GO:0005576	Extracellular region	1.235
hsa-miR-518c-5p	hsa-miR-518c-5p	GO:1903561	Extracellular vesicle	0.998
hsa-miR-518c-5p	hsa-miR-518c-5p	GO:0070062	Extracellular exosome	0.973
hsa-miR-518c-5p	hsa-miR-518c-5p	GO:0005576	Extracellular region	0.858
hsa-miR-518c-5p	hsa-miR-518c-5p	GO:0005615	Extracellular space	0.842
hsa-miR-518d-3p	hsa-miR-518d-3p	GO:0070062	Extracellular exosome	1.715
hsa-miR-518d-3p	hsa-miR-518d-3p	GO:1903561	Extracellular vesicle	1.648
hsa-miR-518d-3p	hsa-miR-518d-3p	GO:0005615	Extracellular space	1.449
hsa-miR-518d-3p	hsa-miR-518d-3p	GO:0005576	Extracellular region	1.424
hsa-miR-518d-5p	hsa-miR-518d-5p	GO:0070062	Extracellular exosome	1.032
hsa-miR-518d-5p	hsa-miR-518d-5p	GO:1903561	Extracellular vesicle	0.999
hsa-miR-518d-5p	hsa-miR-518d-5p	GO:0005615	Extracellular space	0.770
hsa-miR-518d-5p	hsa-miR-518d-5p	GO:0005576	Extracellular region	0.755
hsa-miR-518e-3p	hsa-miR-518e-3p	GO:1903561	Extracellular vesicle	1.604
hsa-miR-518e-3p	hsa-miR-518e-3p	GO:0070062	Extracellular exosome	1.590
hsa-miR-518e-3p	hsa-miR-518e-3p	GO:0005576	Extracellular region	1.349
hsa-miR-518e-3p	hsa-miR-518e-3p	GO:0005615	Extracellular space	1.289
hsa-miR-518e-5p	hsa-miR-518e-5p	GO:1903561	Extracellular vesicle	1.121
hsa-miR-518e-5p	hsa-miR-518e-5p	GO:0070062	Extracellular exosome	1.104
hsa-miR-518e-5p	hsa-miR-518e-5p	GO:0005576	Extracellular region	0.803
hsa-miR-518e-5p	hsa-miR-518e-5p	GO:0005615	Extracellular space	0.785
hsa-miR-518f-3p	hsa-miR-518f-3p	GO:1903561	Extracellular vesicle	1.505
hsa-miR-518f-3p	hsa-miR-518f-3p	GO:0070062	Extracellular exosome	1.459
hsa-miR-518f-3p	hsa-miR-518f-3p	GO:0005576	Extracellular region	1.274
hsa-miR-518f-3p	hsa-miR-518f-3p	GO:0005615	Extracellular space	1.233
hsa-miR-518f-5p	hsa-miR-518f-5p	GO:1903561	Extracellular vesicle	1.271
hsa-miR-518f-5p	hsa-miR-518f-5p	GO:0070062	Extracellular exosome	1.266
hsa-miR-518f-5p	hsa-miR-518f-5p	GO:0005615	Extracellular space	0.961
hsa-miR-518f-5p	hsa-miR-518f-5p	GO:0005576	Extracellular region	0.932
hsa-miR-5191	hsa-miR-5191	GO:0070062	Extracellular exosome	1.029
hsa-miR-5191	hsa-miR-5191	GO:1903561	Extracellular vesicle	0.986
hsa-miR-5191	hsa-miR-5191	GO:0005615	Extracellular space	0.669
hsa-miR-5191	hsa-miR-5191	GO:0005576	Extracellular region	0.600
hsa-miR-5193	hsa-miR-5193	GO:1903561	Extracellular vesicle	0.945
hsa-miR-5193	hsa-miR-5193	GO:0070062	Extracellular exosome	0.935
hsa-miR-5193	hsa-miR-5193	GO:0005615	Extracellular space	0.867
hsa-miR-5193	hsa-miR-5193	GO:0005576	Extracellular region	0.742
hsa-miR-5194	hsa-miR-5194	GO:0005576	Extracellular region	0.757
hsa-miR-5195-3p	hsa-miR-5195-3p	GO:0070062	Extracellular exosome	1.436
hsa-miR-5195-3p	hsa-miR-5195-3p	GO:1903561	Extracellular vesicle	1.362
hsa-miR-5195-3p	hsa-miR-5195-3p	GO:0005615	Extracellular space	1.174
hsa-miR-5195-3p	hsa-miR-5195-3p	GO:0005576	Extracellular region	1.172
hsa-miR-5196-3p	hsa-miR-5196-3p	GO:0005615	Extracellular space	0.763
hsa-miR-5196-3p	hsa-miR-5196-3p	GO:0005576	Extracellular region	0.701
hsa-miR-5196-3p	hsa-miR-5196-3p	GO:1903561	Extracellular vesicle	0.666
hsa-miR-5196-3p	hsa-miR-5196-3p	GO:0070062	Extracellular exosome	0.631
hsa-miR-5196-5p	hsa-miR-5196-5p	GO:0070062	Extracellular exosome	0.976
hsa-miR-5196-5p	hsa-miR-5196-5p	GO:1903561	Extracellular vesicle	0.933
hsa-miR-5196-5p	hsa-miR-5196-5p	GO:0005615	Extracellular space	0.615
hsa-miR-5196-5p	hsa-miR-5196-5p	GO:0005576	Extracellular region	0.547
hsa-miR-5197-3p	hsa-miR-5197-3p	GO:0070062	Extracellular exosome	1.251
hsa-miR-5197-3p	hsa-miR-5197-3p	GO:1903561	Extracellular vesicle	1.150
hsa-miR-5197-3p	hsa-miR-5197-3p	GO:0005615	Extracellular space	0.991
hsa-miR-5197-3p	hsa-miR-5197-3p	GO:0005576	Extracellular region	0.866
hsa-miR-519a-3p	hsa-miR-519a-3p	GO:0070062	Extracellular exosome	1.939
hsa-miR-519a-3p	hsa-miR-519a-3p	GO:1903561	Extracellular vesicle	1.914
hsa-miR-519a-3p	hsa-miR-519a-3p	GO:0005576	Extracellular region	1.654
hsa-miR-519a-3p	hsa-miR-519a-3p	GO:0005615	Extracellular space	1.644
hsa-miR-519a-5p	hsa-miR-519a-5p	GO:0070062	Extracellular exosome	1.167
hsa-miR-519a-5p	hsa-miR-519a-5p	GO:1903561	Extracellular vesicle	1.105
hsa-miR-519a-5p	hsa-miR-519a-5p	GO:0005576	Extracellular region	0.882
hsa-miR-519a-5p	hsa-miR-519a-5p	GO:0005615	Extracellular space	0.881
hsa-miR-519b-3p	hsa-miR-519b-3p	GO:0070062	Extracellular exosome	1.191
hsa-miR-519b-3p	hsa-miR-519b-3p	GO:1903561	Extracellular vesicle	1.174
hsa-miR-519b-3p	hsa-miR-519b-3p	GO:0005576	Extracellular region	1.078
hsa-miR-519b-3p	hsa-miR-519b-3p	GO:0005615	Extracellular space	1.037
hsa-miR-519c-3p	hsa-miR-519c-3p	GO:0070062	Extracellular exosome	1.638
hsa-miR-519c-3p	hsa-miR-519c-3p	GO:1903561	Extracellular vesicle	1.630
hsa-miR-519c-3p	hsa-miR-519c-3p	GO:0005576	Extracellular region	1.450
hsa-miR-519c-3p	hsa-miR-519c-3p	GO:0005615	Extracellular space	1.386
hsa-miR-519c-5p	hsa-miR-519c-5p	GO:0005615	Extracellular space	0.650
hsa-miR-519c-5p	hsa-miR-519c-5p	GO:0005576	Extracellular region	0.573
hsa-miR-519d-3p	hsa-miR-519d-3p	GO:0070062	Extracellular exosome	2.035
hsa-miR-519d-3p	hsa-miR-519d-3p	GO:1903561	Extracellular vesicle	2.010
hsa-miR-519d-3p	hsa-miR-519d-3p	GO:0005615	Extracellular space	1.817
hsa-miR-519d-3p	hsa-miR-519d-3p	GO:0005576	Extracellular region	1.809
hsa-miR-519e-3p	hsa-miR-519e-3p	GO:1903561	Extracellular vesicle	1.055
hsa-miR-519e-3p	hsa-miR-519e-3p	GO:0005576	Extracellular region	1.001
hsa-miR-519e-3p	hsa-miR-519e-3p	GO:0005615	Extracellular space	0.919
hsa-miR-519e-3p	hsa-miR-519e-3p	GO:0070062	Extracellular exosome	0.881
hsa-miR-519e-5p	hsa-miR-519e-5p	GO:1903561	Extracellular vesicle	1.251
hsa-miR-519e-5p	hsa-miR-519e-5p	GO:0070062	Extracellular exosome	1.192
hsa-miR-519e-5p	hsa-miR-519e-5p	GO:0005576	Extracellular region	0.979
hsa-miR-519e-5p	hsa-miR-519e-5p	GO:0005615	Extracellular space	0.905
hsa-miR-520a-3p	hsa-miR-520a-3p	GO:0070062	Extracellular exosome	1.762
hsa-miR-520a-3p	hsa-miR-520a-3p	GO:1903561	Extracellular vesicle	1.693
hsa-miR-520a-3p	hsa-miR-520a-3p	GO:0005576	Extracellular region	1.509
hsa-miR-520a-3p	hsa-miR-520a-3p	GO:0005615	Extracellular space	1.500
hsa-miR-520a-5p	hsa-miR-520a-5p	GO:0070062	Extracellular exosome	2.025
hsa-miR-520a-5p	hsa-miR-520a-5p	GO:1903561	Extracellular vesicle	1.999
hsa-miR-520a-5p	hsa-miR-520a-5p	GO:0005615	Extracellular space	1.703
hsa-miR-520a-5p	hsa-miR-520a-5p	GO:0005576	Extracellular region	1.690
hsa-miR-520b	hsa-miR-520b	GO:1903561	Extracellular vesicle	1.531
hsa-miR-520b	hsa-miR-520b	GO:0070062	Extracellular exosome	1.525
hsa-miR-520b	hsa-miR-520b	GO:0005576	Extracellular region	1.444
hsa-miR-520b	hsa-miR-520b	GO:0005615	Extracellular space	1.368
hsa-miR-520c-3p	hsa-miR-520c-3p	GO:0070062	Extracellular exosome	1.962
hsa-miR-520c-3p	hsa-miR-520c-3p	GO:1903561	Extracellular vesicle	1.943
hsa-miR-520c-3p	hsa-miR-520c-3p	GO:0005576	Extracellular region	1.791
hsa-miR-520c-3p	hsa-miR-520c-3p	GO:0005615	Extracellular space	1.743
hsa-miR-520d-3p	hsa-miR-520d-3p	GO:0070062	Extracellular exosome	1.624
hsa-miR-520d-3p	hsa-miR-520d-3p	GO:1903561	Extracellular vesicle	1.587
hsa-miR-520d-3p	hsa-miR-520d-3p	GO:0005615	Extracellular space	1.519
hsa-miR-520d-3p	hsa-miR-520d-3p	GO:0005576	Extracellular region	1.458
hsa-miR-520d-5p	hsa-miR-520d-5p	GO:1903561	Extracellular vesicle	1.430
hsa-miR-520d-5p	hsa-miR-520d-5p	GO:0070062	Extracellular exosome	1.359
hsa-miR-520d-5p	hsa-miR-520d-5p	GO:0005576	Extracellular region	1.286
hsa-miR-520d-5p	hsa-miR-520d-5p	GO:0005615	Extracellular space	1.123
hsa-miR-520e	hsa-miR-520e	GO:0070062	Extracellular exosome	1.254
hsa-miR-520e	hsa-miR-520e	GO:1903561	Extracellular vesicle	1.220
hsa-miR-520e	hsa-miR-520e	GO:0005615	Extracellular space	1.075
hsa-miR-520e	hsa-miR-520e	GO:0005576	Extracellular region	1.066
hsa-miR-520f-3p	hsa-miR-520f-3p	GO:1903561	Extracellular vesicle	1.743
hsa-miR-520f-3p	hsa-miR-520f-3p	GO:0070062	Extracellular exosome	1.742
hsa-miR-520f-3p	hsa-miR-520f-3p	GO:0005615	Extracellular space	1.454
hsa-miR-520f-3p	hsa-miR-520f-3p	GO:0005576	Extracellular region	1.448
hsa-miR-520g-3p	hsa-miR-520g-3p	GO:1903561	Extracellular vesicle	1.641
hsa-miR-520g-3p	hsa-miR-520g-3p	GO:0070062	Extracellular exosome	1.570
hsa-miR-520g-3p	hsa-miR-520g-3p	GO:0005576	Extracellular region	1.365
hsa-miR-520g-3p	hsa-miR-520g-3p	GO:0005615	Extracellular space	1.285
hsa-miR-520h	hsa-miR-520h	GO:0070062	Extracellular exosome	1.915
hsa-miR-520h	hsa-miR-520h	GO:1903561	Extracellular vesicle	1.915
hsa-miR-520h	hsa-miR-520h	GO:0005576	Extracellular region	1.693
hsa-miR-520h	hsa-miR-520h	GO:0005615	Extracellular space	1.636
hsa-miR-521	hsa-miR-521	GO:1903561	Extracellular vesicle	1.399
hsa-miR-521	hsa-miR-521	GO:0070062	Extracellular exosome	1.363
hsa-miR-521	hsa-miR-521	GO:0005576	Extracellular region	1.170
hsa-miR-521	hsa-miR-521	GO:0005615	Extracellular space	1.097
hsa-miR-522-3p	hsa-miR-522-3p	GO:0070062	Extracellular exosome	2.434
hsa-miR-522-3p	hsa-miR-522-3p	GO:1903561	Extracellular vesicle	2.354
hsa-miR-522-3p	hsa-miR-522-3p	GO:0005615	Extracellular space	2.100
hsa-miR-522-3p	hsa-miR-522-3p	GO:0005576	Extracellular region	2.025
hsa-miR-523-3p	hsa-miR-523-3p	GO:0070062	Extracellular exosome	1.450
hsa-miR-523-3p	hsa-miR-523-3p	GO:1903561	Extracellular vesicle	1.427
hsa-miR-523-3p	hsa-miR-523-3p	GO:0005615	Extracellular space	1.223
hsa-miR-523-3p	hsa-miR-523-3p	GO:0005576	Extracellular region	1.207
hsa-miR-523-5p	hsa-miR-523-5p	GO:0070062	Extracellular exosome	0.941
hsa-miR-523-5p	hsa-miR-523-5p	GO:1903561	Extracellular vesicle	0.841
hsa-miR-523-5p	hsa-miR-523-5p	GO:0005615	Extracellular space	0.733
hsa-miR-523-5p	hsa-miR-523-5p	GO:0005576	Extracellular region	0.671
hsa-miR-524-3p	hsa-miR-524-3p	GO:0070062	Extracellular exosome	1.501
hsa-miR-524-3p	hsa-miR-524-3p	GO:1903561	Extracellular vesicle	1.486
hsa-miR-524-3p	hsa-miR-524-3p	GO:0005576	Extracellular region	1.266
hsa-miR-524-3p	hsa-miR-524-3p	GO:0005615	Extracellular space	1.236
hsa-miR-524-5p	hsa-miR-524-5p	GO:0070062	Extracellular exosome	1.928
hsa-miR-524-5p	hsa-miR-524-5p	GO:1903561	Extracellular vesicle	1.876
hsa-miR-524-5p	hsa-miR-524-5p	GO:0005615	Extracellular space	1.660
hsa-miR-524-5p	hsa-miR-524-5p	GO:0005576	Extracellular region	1.653
hsa-miR-525-3p	hsa-miR-525-3p	GO:0070062	Extracellular exosome	1.117
hsa-miR-525-3p	hsa-miR-525-3p	GO:1903561	Extracellular vesicle	1.071
hsa-miR-525-3p	hsa-miR-525-3p	GO:0005576	Extracellular region	1.016
hsa-miR-525-3p	hsa-miR-525-3p	GO:0005615	Extracellular space	0.989
hsa-miR-525-5p	hsa-miR-525-5p	GO:0070062	Extracellular exosome	2.010
hsa-miR-525-5p	hsa-miR-525-5p	GO:1903561	Extracellular vesicle	1.963
hsa-miR-525-5p	hsa-miR-525-5p	GO:0005615	Extracellular space	1.733
hsa-miR-525-5p	hsa-miR-525-5p	GO:0005576	Extracellular region	1.712
hsa-miR-526a	hsa-miR-526a	GO:1903561	Extracellular vesicle	1.574
hsa-miR-526a	hsa-miR-526a	GO:0070062	Extracellular exosome	1.549
hsa-miR-526a	hsa-miR-526a	GO:0005576	Extracellular region	1.369
hsa-miR-526a	hsa-miR-526a	GO:0005615	Extracellular space	1.244
hsa-miR-526b-3p	hsa-miR-526b-3p	GO:0070062	Extracellular exosome	1.404
hsa-miR-526b-3p	hsa-miR-526b-3p	GO:1903561	Extracellular vesicle	1.379
hsa-miR-526b-3p	hsa-miR-526b-3p	GO:0005576	Extracellular region	1.149
hsa-miR-526b-3p	hsa-miR-526b-3p	GO:0005615	Extracellular space	1.119
hsa-miR-526b-5p	hsa-miR-526b-5p	GO:0070062	Extracellular exosome	1.846
hsa-miR-526b-5p	hsa-miR-526b-5p	GO:1903561	Extracellular vesicle	1.823
hsa-miR-526b-5p	hsa-miR-526b-5p	GO:0005576	Extracellular region	1.605
hsa-miR-526b-5p	hsa-miR-526b-5p	GO:0005615	Extracellular space	1.547
hsa-miR-527	hsa-miR-527	GO:1903561	Extracellular vesicle	1.399
hsa-miR-527	hsa-miR-527	GO:0070062	Extracellular exosome	1.297
hsa-miR-527	hsa-miR-527	GO:0005576	Extracellular region	1.162
hsa-miR-527	hsa-miR-527	GO:0005615	Extracellular space	1.057
hsa-miR-532-3p	hsa-miR-532-3p	GO:1903561	Extracellular vesicle	2.069
hsa-miR-532-3p	hsa-miR-532-3p	GO:0070062	Extracellular exosome	2.062
hsa-miR-532-3p	hsa-miR-532-3p	GO:0005576	Extracellular region	1.856
hsa-miR-532-3p	hsa-miR-532-3p	GO:0005615	Extracellular space	1.830
hsa-miR-532-5p	hsa-miR-532-5p	GO:0070062	Extracellular exosome	2.445
hsa-miR-532-5p	hsa-miR-532-5p	GO:1903561	Extracellular vesicle	2.414
hsa-miR-532-5p	hsa-miR-532-5p	GO:0005615	Extracellular space	2.190
hsa-miR-532-5p	hsa-miR-532-5p	GO:0005576	Extracellular region	2.175
hsa-miR-539-3p	hsa-miR-539-3p	GO:1903561	Extracellular vesicle	1.117
hsa-miR-539-3p	hsa-miR-539-3p	GO:0070062	Extracellular exosome	1.056
hsa-miR-539-3p	hsa-miR-539-3p	GO:0005576	Extracellular region	0.897
hsa-miR-539-3p	hsa-miR-539-3p	GO:0005615	Extracellular space	0.730
hsa-miR-539-5p	hsa-miR-539-5p	GO:0070062	Extracellular exosome	1.841
hsa-miR-539-5p	hsa-miR-539-5p	GO:1903561	Extracellular vesicle	1.812
hsa-miR-539-5p	hsa-miR-539-5p	GO:0005576	Extracellular region	1.671
hsa-miR-539-5p	hsa-miR-539-5p	GO:0005615	Extracellular space	1.634
hsa-miR-541-3p	hsa-miR-541-3p	GO:1903561	Extracellular vesicle	1.615
hsa-miR-541-3p	hsa-miR-541-3p	GO:0070062	Extracellular exosome	1.592
hsa-miR-541-3p	hsa-miR-541-3p	GO:0005576	Extracellular region	1.484
hsa-miR-541-3p	hsa-miR-541-3p	GO:0005615	Extracellular space	1.403
hsa-miR-541-5p	hsa-miR-541-5p	GO:1903561	Extracellular vesicle	1.142
hsa-miR-541-5p	hsa-miR-541-5p	GO:0005576	Extracellular region	1.092
hsa-miR-541-5p	hsa-miR-541-5p	GO:0070062	Extracellular exosome	1.052
hsa-miR-541-5p	hsa-miR-541-5p	GO:0005615	Extracellular space	0.833
