name,uniprot,n_measure,n_tissue,n_cell,n_common,hacells_label,emblcells_label,cell label score,cell label,haatlas_label,emblatlas_label,mspatlas_label,msratlas_label,tissue label score,tissue label,Gobal label score (GLS),Global label
T cell receptor beta joining 2-3,A0A0B4J200,2,1,1,1,,common,0,,,spleen,,,1,spleen,1,spleen
T cell receptor beta variable 28,A0A5B6,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor beta variable 6-1,A0A0K0K1D8,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor delta variable 1,A0A1B0GX56,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,,,1,spleen,1,spleen
T cell receptor delta variable 3,A0JD37,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
T cell receptor gamma variable 1 (non-functional),A0A0A0MS02,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
T cell receptor gamma variable 2,A0A075B6R0,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
taste 1 receptor member 3,Q7RTX0,4,3,1,0,,bcell,1,bcell,,spleen,muscle,spleen,2,spleen,2,spleen
taste 2 receptor member 40,P59535,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
TBC1 domain family member 10C,Q8IV04,6,4,2,1,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,nerve,spleen,thyroid,"lung,spleen",1.45,spleen,1.45,spleen
TBC1 domain family member 26,Q86UD7,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
TCL1 family AKT coactivator B,O95988,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
teratocarcinoma-derived growth factor 1,P13385,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
tetratricopeptide repeat domain 16,Q8NEE8,4,3,1,0,,tcellcd8,1,tcellcd8,,"bonemarrow,spleen",artery,spleen,1.45,spleen,1.45,spleen
thromboxane A synthase 1,P24557,6,4,2,1,platelets,"neutrophils,platelets",1.45,platelets,common,spleen,spleen,"lung,spleen",2.45,spleen,2.45,spleen
thymocyte selection associated family member 2,Q5TEJ8,6,4,2,2,"macrophages,monocytes",neutrophils,1,neutrophils,common,spleen,"lung,spleen",common,1.45,spleen,1.45,spleen
"thymus, brain and testes associated",Q96M53,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
TNF alpha induced protein 2,Q03169,6,4,2,2,common,neutrophils,1,neutrophils,common,spleen,skin,"lung,spleen",1.45,spleen,1.45,spleen
TNF alpha induced protein 8 like 2,Q6P589,6,4,2,2,common,platelets,1,platelets,common,spleen,spleen,"lung,spleen",2.45,spleen,2.45,spleen
TNF receptor superfamily member 10c,O14798,6,4,2,0,neutrophils,neutrophils,2,neutrophils,spleen,spleen,spleen,spleen,4,spleen,4,spleen
TNF receptor superfamily member 13B,O14836,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
TNF receptor superfamily member 13C,Q96RJ3,6,4,2,0,neutrophils,bcell,2,bcell.neutrophils,lung,spleen,spleen,spleen,3,spleen,3,spleen
TNF receptor superfamily member 18,Q9Y5U5,2,1,1,0,,"bcell,tcellcd4",0.9,bcell.tcellcd4,,spleen,,,1,spleen,1,spleen
TNF receptor superfamily member 1B,P20333,2,1,1,0,,"macrophage,monocytes",0.9,macrophages.monocytes,,spleen,,,1,spleen,1,spleen
toll like receptor 2,O60603,6,4,2,2,tcellcd4,"monocytes,neutrophils",1,tcellcd4,common,spleen,spleen,common,2,spleen,2,spleen
toll like receptor 8,Q9NR97,6,4,2,1,monocytes,"macrophage,neutrophils",1,monocytes,common,spleen,spleen,spleen,3,spleen,3,spleen
TRAF3 interacting protein 3,Q9Y228,6,4,2,0,"tcellcd4,tcellcd8","tcellcd4,tcellcd8",1.8,tcellcd4.tcellcd8,ovary,spleen,"brain,spleen",spleen,2.45,spleen,2.45,spleen
trafficking protein particle complex subunit 3L,Q5T215,4,3,1,0,,platelets,1,platelets,,spleen,skin,spleen,2,spleen,2,spleen
transmembrane channel like 6,Q7Z403,6,4,2,2,"monocytes,tcellcd4",common,0.9,monocytes.tcellcd4,kidney,"bonemarrow,spleen",spleen,common,1.45,spleen,1.45,spleen
transmembrane channel like 8,Q8IU68,6,4,2,1,"tcellcd4,tcellcd8","tcellcd4,tcellcd8",1.8,tcellcd4.tcellcd8,spleen,"bonemarrow,spleen",common,spleen,2.45,spleen,2.45,spleen
transmembrane immune signaling adaptor TYROBP,O43914,6,4,2,2,"macrophages,monocytes",common,0.9,macrophages.monocytes,spleen,"bonemarrow,spleen","lung,spleen",common,1.9,spleen,1.9,spleen
transmembrane protein 123,Q8N131,6,4,2,2,"macrophages,tcellcd4","tcellcd4,tcellcd8",0.9,tcellcd4,spleen,common,"artery,skin",common,1,spleen,1,spleen
transmembrane serine protease 15,P98073,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
trichohyalin,Q07283,5,4,1,2,common,,0,,common,spleen,skin,spleen,2,spleen,2,spleen
triggering receptor expressed on myeloid cells 1,Q9NP99,4,3,1,0,,"monocytes,neutrophils",0.9,monocytes.neutrophils,,"bonemarrow,spleen","lung,spleen",spleen,1.9,spleen,1.9,spleen
triggering receptor expressed on myeloid cells like 1,Q86YW5,6,4,2,1,platelets,platelets,2,platelets,common,spleen,spleen,spleen,3,spleen,3,spleen
tubulin beta 1 class VI,Q9H4B7,6,4,2,0,"monocytes,platelets",platelets,1.45,platelets,spleen,"bonemarrow,spleen",spleen,spleen,3.45,spleen,3.45,spleen
TXK tyrosine kinase,P42681,4,3,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,spleen,"brain,muscle",spleen,2,spleen,2,spleen
ubiquitin associated and SH3 domain containing A,P57075,4,2,2,0,platelets,"tcellcd4,tcellcd8",1,platelets,spleen,spleen,,,2,spleen,2,spleen
ubiquitin associated and SH3 domain containing B,Q8TF42,6,4,2,0,platelets,"neutrophils,platelets",1.45,platelets,spleen,spleen,muscle,spleen,3,spleen,3,spleen
unc-13 homolog D,Q70J99,6,4,2,0,"macrophages,monocytes",neutrophils,1,neutrophils,brain,spleen,"lung,spleen","lung,spleen",1.9,spleen,1.9,spleen
V-set immunoregulatory receptor,Q9H7M9,6,4,2,1,tcellcd4,neutrophils,2,neutrophils.tcellcd4,spleen,spleen,spleen,common,3,spleen,3,spleen
vanin 2,O95498,6,4,2,0,neutrophils,neutrophils,2,neutrophils,spleen,spleen,spleen,spleen,4,spleen,4,spleen
vascular cell adhesion molecule 1,P19320,6,4,2,2,platelets,common,1,platelets,spleen,spleen,spleen,common,3,spleen,3,spleen
vav guanine nucleotide exchange factor 1,P15498,6,4,2,1,common,neutrophils,1,neutrophils,ovary,"bonemarrow,spleen",spleen,"lung,spleen",1.9,spleen,1.9,spleen
WASP actin nucleation promoting factor,P42768,6,4,2,1,common,neutrophils,1,neutrophils,brain,spleen,spleen,"lung,spleen",2.45,spleen,2.45,spleen
WDFY family member 4,Q6ZS81,6,4,2,0,tcellcd8,"bcell,macrophage",1,tcellcd8,ovary,"bonemarrow,spleen",spleen,spleen,2.45,spleen,2.45,spleen
Z-DNA binding protein 1,Q9H171,4,3,1,0,,bcell,1,bcell,,"bonemarrow,spleen",heart,spleen,1.45,spleen,1.45,spleen
zeta chain of T cell receptor associated protein kinase 70,P43403,6,4,2,0,"tcellcd4,tcellcd8","tcellcd4,tcellcd8",1.8,tcellcd4.tcellcd8,brain,"bonemarrow,spleen",spleen,spleen,2.45,spleen,2.45,spleen
zinc finger CCCH-type containing 12D,A2A288,2,1,1,0,,"bcell,tcellcd4",0.9,bcell.tcellcd4,,spleen,,,1,spleen,1,spleen
zinc finger protein 600,Q6ZNG1,4,3,1,2,,"erythrocytes,platelets",0.9,erythrocytes.platelets,,common,spleen,common,1,spleen,1,spleen
zinc finger protein 705A,Q6ZN79,1,1,0,0,,,0,,,spleen,,,1,spleen,1,spleen
zinc finger protein 792,Q3KQV3,2,1,1,1,,common,0,,,spleen,,,1,spleen,1,spleen
zinc finger protein 831,Q5JPB2,4,3,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,"bonemarrow,spleen",muscle,spleen,1.45,spleen,1.45,spleen
CKLF like MARVEL transmembrane domain containing 7,Q96FZ5,4,2,2,1,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,stomach,spleen,,,2,spleen.stomach,2,spleen.stomach
granzyme B,P10144,4,2,2,0,"bcell,tcellcd8",tcellcd8,1.45,tcellcd8,stomach,spleen,,,2,spleen.stomach,2,spleen.stomach
interferon alpha inducible protein 27,P40305,3,2,1,0,,erythrocytes,1,erythrocytes,stomach,spleen,,,2,spleen.stomach,2,spleen.stomach
protein tyrosine phosphatase receptor type J,Q12913,6,4,2,2,"monocytes,neutrophils","neutrophils,platelets",0.9,neutrophils,stomach,common,spleen,common,2,spleen.stomach,2,spleen.stomach
T cell receptor beta variable 19,A0A075B6N1,4,2,2,0,tcellcd4,"tcellcd4,tcellcd8",1.45,tcellcd4,stomach,spleen,,,2,spleen.stomach,2,spleen.stomach
pleckstrin homology and RhoGEF domain containing G2,Q9H7P9,4,3,1,1,,monocytes,1,monocytes,,spleen,thyroid,common,2,spleen.thyroid,2,spleen.thyroid
RNA binding motif protein 5,P52756,6,4,2,2,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,spleen,common,thyroid,common,2,spleen.thyroid,2,spleen.thyroid
ADAM metallopeptidase domain 28,Q9UKQ2,6,4,2,0,macrophages,bcell,2,bcell.macrophages,stomach,stomach,stomach,stomach,4,stomach,4,stomach
adenosine deaminase,P00813,6,4,2,2,common,common,0,,stomach,stomach,stomach,stomach,4,stomach,4,stomach
annexin A10,Q9UJ72,5,4,1,0,bcell,,1,bcell,stomach,stomach,stomach,liver,3,stomach,3,stomach
ATPase H+/K+ transporting subunit alpha,P20648,5,4,1,0,bcell,,1,bcell,"adiposetissue,artery",stomach,stomach,stomach,3,stomach,3,stomach
ATPase H+/K+ transporting subunit beta,P51164,4,4,0,0,,,0,,stomach,stomach,stomach,stomach,4,stomach,4,stomach
BARX homeobox 1,Q9HBU1,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
"beta-1,4-N-acetyl-galactosaminyltransferase 3",Q6L9W6,5,4,1,2,,common,0,,stomach,stomach,artery,common,2,stomach,2,stomach
branched chain amino acid transaminase 2,O15382,6,4,2,2,common,bcell,1,bcell,stomach,pancreas,"heart,stomach",common,1.45,stomach,1.45,stomach
bromodomain testis associated,Q58F21,3,2,1,1,,"neutrophils,platelets",0.9,neutrophils.platelets,,common,stomach,,1,stomach,1,stomach
C-X-C motif chemokine ligand 17,Q6UXB2,4,4,0,1,,,0,,stomach,stomach,brain,common,2,stomach,2,stomach
calpain 13,Q6MZZ7,3,2,1,0,,"neutrophils,platelets",0.9,neutrophils.platelets,"colon,stomach",stomach,,,1.45,stomach,1.45,stomach
calpain 8,A6NHC0,5,4,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,stomach,stomach,nerve,"colon,stomach",2.45,stomach,2.45,stomach
carbonic anhydrase 9,Q16790,5,4,1,0,platelets,,1,platelets,stomach,stomach,stomach,stomach,4,stomach,4,stomach
cathepsin E,P14091,6,4,2,1,common,erythrocytes,1,erythrocytes,stomach,stomach,stomach,stomach,4,stomach,4,stomach
chitinase acidic,Q9BZP6,3,3,0,0,,,0,,,stomach,stomach,stomach,3,stomach,3,stomach
chloride intracellular channel 6,Q96NY7,6,4,2,2,common,common,0,,stomach,stomach,stomach,stomach,4,stomach,4,stomach
cholecystokinin A receptor,P32238,2,2,0,0,,,0,,stomach,stomach,,,2,stomach,2,stomach
cholecystokinin B receptor,P32239,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
claudin 18,P56856,4,4,0,0,,,0,,stomach,stomach,stomach,stomach,4,stomach,4,stomach
cobalamin binding intrinsic factor,P27352,4,4,0,0,,,0,,stomach,stomach,stomach,stomach,4,stomach,4,stomach
collagen type II alpha 1 chain,P02458,5,4,1,1,common,,0,,ovary,stomach,brain,stomach,2,stomach,2,stomach
cysteine rich transmembrane module containing 1,Q9H1C7,6,4,2,0,macrophages,neutrophils,2,macrophages.neutrophils,stomach,stomach,muscle,stomach,3,stomach,3,stomach
diacylglycerol kinase delta,Q16760,4,3,1,0,,"bcell,neutrophils",0.9,bcell.neutrophils,,stomach,brain,stomach,2,stomach,2,stomach
dopamine receptor D5,P21918,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
F-box and leucine rich repeat protein 13,Q8NEE6,4,3,1,0,,neutrophils,1,neutrophils,,stomach,skin,stomach,2,stomach,2,stomach
FERM domain containing 1,Q8N878,3,2,1,0,,monocytes,1,monocytes,,stomach,,stomach,2,stomach,2,stomach
"FYVE, RhoGEF and PH domain containing 4",Q96M96,6,4,2,1,"macrophages,monocytes",neutrophils,1,neutrophils,"colon,stomach",adiposetissue,stomach,common,1.45,stomach,1.45,stomach
G protein-coupled receptor 25,O00155,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
gastrokine 1,Q9NS71,5,4,1,0,neutrophils,,1,neutrophils,stomach,stomach,stomach,stomach,4,stomach,4,stomach
gastrokine 2,Q86XP6,5,4,1,0,neutrophils,,1,neutrophils,stomach,stomach,stomach,stomach,4,stomach,4,stomach
GATA binding protein 5,Q9BWX5,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
ghrelin and obestatin prepropeptide,Q9UBU3,5,4,1,0,,"monocytes,neutrophils",0.9,monocytes.neutrophils,stomach,stomach,stomach,stomach,4,stomach,4,stomach
interferon related developmental regulator 2,Q12894,6,4,2,2,"tcellcd4,tcellcd8",erythrocytes,1,erythrocytes,stomach,common,"heart,stomach",common,1.45,stomach,1.45,stomach
jagged canonical Notch ligand 1,P78504,5,4,1,2,,"macrophage,monocytes",0.9,macrophages.monocytes,stomach,common,"artery,nerve",common,1,stomach,1,stomach
LHFPL tetraspan subfamily member 7,Q6ICI0,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
LIM homeobox 5,Q9H2C1,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
"lipase F, gastric type",P07098,5,4,1,0,tcellcd4,,1,tcellcd4,stomach,stomach,stomach,stomach,4,stomach,4,stomach
lysine demethylase 7A,Q6ZMT4,4,3,1,2,,"erythrocytes,neutrophils",0.9,erythrocytes.neutrophils,,common,stomach,common,1,stomach,1,stomach
melanophilin,Q9BV36,6,4,2,1,neutrophils,macrophage,2,macrophages.neutrophils,stomach,stomach,stomach,common,3,stomach,3,stomach
mitogen-activated protein kinase 1 interacting protein 1 like,Q8NDC0,4,2,2,2,common,"monocytes,neutrophils",0.9,monocytes.neutrophils,stomach,common,,,1,stomach,1,stomach
"mucin 1, cell surface associated",P15941,5,4,1,1,,erythrocytes,1,erythrocytes,stomach,stomach,stomach,common,3,stomach,3,stomach
"mucin 5AC, oligomeric mucus/gel-forming",P98088,5,4,1,0,"monocytes,tcellcd4",,0.9,monocytes.tcellcd4,stomach,stomach,stomach,stomach,4,stomach,4,stomach
"mucin 6, oligomeric mucus/gel-forming",Q6W4X9,5,4,1,0,"monocytes,tcellcd4",,0.9,monocytes.tcellcd4,colon,stomach,stomach,pancreas,2,stomach,2,stomach
mucin like 3,Q3MIW9,4,4,0,0,,,0,,brain,stomach,stomach,stomach,3,stomach,3,stomach
multiciliate differentiation and DNA synthesis associated cell cycle protein,D6RGH6,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
NAD(P)H quinone dehydrogenase 1,P15559,6,4,2,2,common,macrophage,1,macrophages,stomach,stomach,stomach,common,3,stomach,3,stomach
NFAT activating protein with ITAM motif 1,Q8NET5,4,2,2,1,common,"macrophage,neutrophils",0.9,macrophages.neutrophils,stomach,"bonemarrow,spleen",,,1,stomach,1,stomach
"odontogenic, ameloblast associated",A1E959,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
otoraplin,Q9NRC9,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
parathyroid hormone,P01270,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
pepsinogen A3,P0DJD8,5,4,1,0,tcellcd4,,1,tcellcd4,stomach,stomach,stomach,stomach,4,stomach,4,stomach
pepsinogen A4,P0DJD7,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
pepsinogen A5,P0DJD9,3,3,0,0,,,0,,,stomach,stomach,stomach,3,stomach,3,stomach
potassium voltage-gated channel subfamily E regulatory subunit 2,Q9Y6J6,3,3,0,0,,,0,,,stomach,muscle,stomach,2,stomach,2,stomach
progastricsin,P20142,5,4,1,0,bcell,,1,bcell,stomach,stomach,stomach,stomach,4,stomach,4,stomach
prostate stem cell antigen,O43653,5,4,1,0,,macrophage,1,macrophages,stomach,stomach,stomach,"esophagus,stomach",3.45,stomach,3.45,stomach
"protein disulfide isomerase like, testis expressed",Q8N807,3,3,0,0,,,0,,,stomach,stomach,stomach,3,stomach,3,stomach
protein tyrosine kinase 6,Q13882,6,4,2,2,"macrophages,neutrophils",common,0.9,macrophages.neutrophils,stomach,"esophagus,skin","esophagus,skin",common,1,stomach,1,stomach
"RB binding protein 8, endonuclease",Q99708,4,3,1,2,,"erythrocytes,monocytes",0.9,erythrocytes.monocytes,,common,stomach,common,1,stomach,1,stomach
refilin A,Q6ZTI6,4,4,0,0,,,0,,stomach,stomach,stomach,stomach,4,stomach,4,stomach
RNA polymerase I subunit E,Q9GZS1,6,4,2,2,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,stomach,common,"brain,skin","liver,pancreas",1,stomach,1,stomach
small integral membrane protein 11,P58511,3,2,1,0,tcellcd4,,1,tcellcd4,stomach,stomach,,,2,stomach,2,stomach
solute carrier family 25 member 51,Q9H1U9,6,4,2,2,common,neutrophils,1,neutrophils,stomach,adiposetissue,"heart,stomach",common,1.45,stomach,1.45,stomach
solute carrier family 26 member 9,Q7LBE3,4,4,0,0,,,0,,stomach,stomach,stomach,stomach,4,stomach,4,stomach
solute carrier family 5 member 5,Q92911,5,4,1,0,,monocytes,1,monocytes,stomach,stomach,stomach,stomach,4,stomach,4,stomach
solute carrier family 9 member A3,P48764,4,4,0,0,,,0,,stomach,kidney,stomach,stomach,3,stomach,3,stomach
sulfotransferase family 1C member 2,O00338,6,4,2,1,common,macrophage,1,macrophages,colon,kidney,stomach,stomach,2,stomach,2,stomach
testis expressed 49,A0A1B0GTD5,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
transmembrane and coiled-coil domains 5A,Q8N6Q1,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
transmembrane protein 161B,Q8NDZ6,4,3,1,1,,common,0,,,pancreas,stomach,stomach,2,stomach,2,stomach
transmembrane protein 238 like,A6NJY4,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
transmembrane protein 69,Q5SWH9,4,2,2,1,"macrophages,monocytes","monocytes,neutrophils",0.9,monocytes,stomach,common,,,1,stomach,1,stomach
trefoil factor 1,P04155,4,4,0,0,,,0,,stomach,stomach,stomach,stomach,4,stomach,4,stomach
trefoil factor 2,Q03403,5,4,1,0,macrophages,,1,macrophages,stomach,stomach,stomach,stomach,4,stomach,4,stomach
tripartite motif containing 74,Q86UV6,2,1,1,1,,common,0,,,stomach,,,1,stomach,1,stomach
tubulin alpha 3c,P0DPH7,1,1,0,0,,,0,,,stomach,,,1,stomach,1,stomach
V-set and immunoglobulin domain containing 1,Q86XK7,6,4,2,0,monocytes,tcellcd4,2,monocytes.tcellcd4,stomach,stomach,stomach,stomach,4,stomach,4,stomach
V-set and immunoglobulin domain containing 2,Q96IQ7,5,4,1,0,,platelets,1,platelets,stomach,stomach,stomach,stomach,4,stomach,4,stomach
xylosyltransferase 2,Q9H1B5,6,4,2,0,platelets,platelets,2,platelets,stomach,stomach,"heart,stomach",stomach,3.45,stomach,3.45,stomach
5-hydroxytryptamine receptor 2B,P41595,2,1,1,0,,tcellcd4,1,tcellcd4,,adrenalgland,,,1,adrenalgland,1,tcellcd4
aarF domain containing kinase 5,Q3MIX3,6,4,2,2,tcellcd4,"bcell,macrophage",1,tcellcd4,brain,common,"heart,muscle",common,1,brain,1,tcellcd4
acidic nuclear phosphoprotein 32 family member D,O95626,3,2,1,0,tcellcd4,,1,tcellcd4,ovary,"adrenalgland,brain",,,1,ovary,1,tcellcd4
activin A receptor type 1C,Q8NER5,2,1,1,0,,tcellcd4,1,tcellcd4,,adiposetissue,,,1,adiposetissue,1,tcellcd4
androgen dependent TFPI regulating protein,Q96IZ2,2,1,1,0,,tcellcd4,1,tcellcd4,,colon,,,1,colon,1,tcellcd4
axin 2,Q9Y2T1,2,1,1,0,,tcellcd4,1,tcellcd4,,muscle,,,1,muscle,1,tcellcd4
brain expressed X-linked 5,Q5H9J7,2,1,1,0,,tcellcd4,1,tcellcd4,,brain,,,1,brain,1,tcellcd4
C-C motif chemokine receptor 9,P51686,2,1,1,0,,tcellcd4,1,tcellcd4,,"bonemarrow,spleen",,,0.9,bonemarrow.spleen,1,tcellcd4
cadherin 4,P55283,2,1,1,0,,tcellcd4,1,tcellcd4,,ovary,,,1,ovary,1,tcellcd4
calneuron 1,Q9BXU9,2,1,1,0,,tcellcd4,1,tcellcd4,,adrenalgland,,,1,adrenalgland,1,tcellcd4
calpain 5,O15484,6,4,2,2,tcellcd4,common,1,tcellcd4,"colon,stomach",liver,"brain,nerve",common,1,liver,1,tcellcd4
cAMP regulated phosphoprotein 21,Q9UBL0,2,1,1,0,,tcellcd4,1,tcellcd4,,muscle,,,1,muscle,1,tcellcd4
CD1a molecule,P06126,2,1,1,0,,tcellcd4,1,tcellcd4,,skin,,,1,skin,1,tcellcd4
CD34 molecule,P28906,6,4,2,1,tcellcd4,"monocytes,neutrophils",1,tcellcd4,lung,"adiposetissue,heart","artery,nerve",common,1,lung,1,tcellcd4
chromosome 14 open reading frame 132,Q9NPU4,2,1,1,0,,tcellcd4,1,tcellcd4,,brain,,,1,brain,1,tcellcd4
cilia and flagella associated protein 36,Q96G28,6,4,2,2,"tcellcd4,tcellcd8",tcellcd4,1.45,tcellcd4,common,"brain,muscle",brain,common,1.45,brain,1.45,tcellcd4
CKLF like MARVEL transmembrane domain containing 8,Q8IZV2,2,1,1,1,,tcellcd4,1,tcellcd4,,common,,,0,,1,tcellcd4
CXADR Ig-like cell adhesion molecule,P78310,6,4,2,2,tcellcd4,"erythrocytes,neutrophils",1,tcellcd4,common,skin,"brain,liver",common,1,skin,1,tcellcd4
cyclin I family member 2,Q6ZMN8,2,1,1,0,,tcellcd4,1,tcellcd4,,pancreas,,,1,pancreas,1,tcellcd4
cytochrome P450 family 7 subfamily A member 1,P22680,3,2,1,0,tcellcd4,,1,tcellcd4,"bonemarrow,spleen",liver,,,1,liver,1,tcellcd4
cytotoxic T-lymphocyte associated protein 4,P16410,2,1,1,0,,tcellcd4,1,tcellcd4,,bonemarrow,,,1,bonemarrow,1,tcellcd4
"DNA polymerase epsilon 4, accessory subunit",Q9NR33,4,2,2,1,tcellcd4,"bcell,monocytes",1,tcellcd4,liver,common,,,1,liver,1,tcellcd4
DnaJ heat shock protein family (Hsp40) member B9,Q9UBS3,5,3,2,1,tcellcd4,"bcell,platelets",1,tcellcd4,stomach,common,,"liver,pancreas",1,stomach,1,tcellcd4
dual specificity phosphatase 4,Q13115,2,1,1,0,,tcellcd4,1,tcellcd4,,stomach,,,1,stomach,1,tcellcd4
ectodysplasin A,Q92838,2,1,1,0,,tcellcd4,1,tcellcd4,,adrenalgland,,,1,adrenalgland,1,tcellcd4
ectodysplasin A receptor,Q9UNE0,2,1,1,0,,tcellcd4,1,tcellcd4,,esophagus,,,1,esophagus,1,tcellcd4
endogenous retrovirus group 48 member 1,M5A8F1,2,1,1,0,,tcellcd4,1,tcellcd4,,pancreas,,,1,pancreas,1,tcellcd4
epithelial mitogen,Q6UW88,2,1,1,0,,tcellcd4,1,tcellcd4,,esophagus,,,1,esophagus,1,tcellcd4
"ETS proto-oncogene 1, transcription factor",P14921,6,4,2,1,"tcellcd4,tcellcd8",tcellcd4,1.45,tcellcd4,"bonemarrow,colon",spleen,"brain,muscle",common,1,spleen,1.45,tcellcd4
family with sequence similarity 153 member A,Q9UHL3,4,3,1,1,,tcellcd4,1,tcellcd4,,spleen,"artery,nerve",common,1,spleen,1,tcellcd4
family with sequence similarity 184 member A,Q8NB25,4,3,1,1,,tcellcd4,1,tcellcd4,,"adrenalgland,liver",lung,common,1,lung,1,tcellcd4
fms related receptor tyrosine kinase 3 ligand,P49771,2,1,1,1,,tcellcd4,1,tcellcd4,,common,,,0,,1,tcellcd4
forkhead box P3,Q9BZS1,2,1,1,0,,tcellcd4,1,tcellcd4,,bonemarrow,,,1,bonemarrow,1,tcellcd4
G protein-coupled receptor 15,P49685,2,1,1,0,,tcellcd4,1,tcellcd4,,colon,,,1,colon,1,tcellcd4
G protein-coupled receptor 39,O43194,3,2,1,1,tcellcd4,,1,tcellcd4,stomach,common,,,1,stomach,1,tcellcd4
G protein-coupled receptor associated sorting protein 1,Q5JY77,4,3,1,1,,tcellcd4,1,tcellcd4,,ovary,"heart,muscle",common,1,ovary,1,tcellcd4
GATA binding protein 3,P23771,2,1,1,0,,tcellcd4,1,tcellcd4,,skin,,,1,skin,1,tcellcd4
H3.Y histone 2,P0DPK5,2,1,1,0,tcellcd4,,1,tcellcd4,kidney,,,,1,kidney,1,tcellcd4
HIV-1 Tat specific factor 1,O43719,6,4,2,1,tcellcd4,"tcellcd4,tcellcd8",1.45,tcellcd4,common,"heart,muscle",ovary,muscle,1.45,muscle,1.45,tcellcd4
"HLF transcription factor, PAR bZIP family member",Q16534,2,1,1,1,,tcellcd4,1,tcellcd4,,common,,,0,,1,tcellcd4
